subject,legal_name,ticker,metric_key,metric_zh,year,value,unit
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,operating_cash_flow,经营现金流,2023,"1,127",millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,operating_cash_flow,经营现金流,2024,"1,081",millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,operating_cash_flow,经营现金流,2025,"1,211",millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,capital_expenditures,资本开支,2023,-481,millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,capital_expenditures,资本开支,2024,-434,millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,capital_expenditures,资本开支,2025,-440,millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,free_cash_flow,自由现金流,2023,646,millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,free_cash_flow,自由现金流,2024,647,millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,free_cash_flow,自由现金流,2025,771,millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,cash_and_equivalents,现金及等价物,2023,"1,910",millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,cash_and_equivalents,现金及等价物,2024,"3,168",millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,cash_and_equivalents,现金及等价物,2025,594,millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,total_assets,总资产,2023,"14,560",millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,total_assets,总资产,2024,"13,970",millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,total_assets,总资产,2025,"13,412",millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,total_debt,总债务,2023,482,millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,total_debt,总债务,2024,463,millions HKD
3HK / Hutchison,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,total_debt,总债务,2025,401,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,revenue,营业收入/收益,2023,"6,763",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,revenue,营业收入/收益,2024,"6,221",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,revenue,营业收入/收益,2025,"6,253",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,revenue_growth_yoy,收入同比增长,2023,-2.79%,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,revenue_growth_yoy,收入同比增长,2024,-8.01%,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,revenue_growth_yoy,收入同比增长,2025,0.52%,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,gross_profit,毛利,2023,"3,440",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,gross_profit,毛利,2024,"3,406",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,gross_profit,毛利,2025,"3,342",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,gross_margin,毛利率,2023,50.87%,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,gross_margin,毛利率,2024,54.75%,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,gross_margin,毛利率,2025,53.44%,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,operating_income,经营利润/营业利润,2023,701.77,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,operating_income,经营利润/营业利润,2024,699.18,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,operating_income,经营利润/营业利润,2025,750.98,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,operating_margin,经营利润率,2023,10.38%,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,operating_margin,经营利润率,2024,11.24%,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,operating_margin,经营利润率,2025,12.01%,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,net_income,净利润/股东应占利润,2023,268.85,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,net_income,净利润/股东应占利润,2024,470.13,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,net_income,净利润/股东应占利润,2025,478.9,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,ebitda,EBITDA,2023,"1,708",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,ebitda,EBITDA,2024,"1,699",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,ebitda,EBITDA,2025,"1,750",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,ebitda_margin,EBITDA率,2023,25.26%,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,ebitda_margin,EBITDA率,2024,27.31%,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,ebitda_margin,EBITDA率,2025,27.98%,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,operating_cash_flow,经营现金流,2023,"2,254",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,operating_cash_flow,经营现金流,2024,"2,162",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,operating_cash_flow,经营现金流,2025,"2,133",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,capital_expenditures,资本开支,2023,-708.77,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,capital_expenditures,资本开支,2024,-601.55,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,capital_expenditures,资本开支,2025,-597.47,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,free_cash_flow,自由现金流,2023,"1,546",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,free_cash_flow,自由现金流,2024,"1,560",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,free_cash_flow,自由现金流,2025,"1,536",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,cash_and_equivalents,现金及等价物,2023,"1,155",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,cash_and_equivalents,现金及等价物,2024,"1,577",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,cash_and_equivalents,现金及等价物,2025,"2,028",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,total_assets,总资产,2023,"10,899",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,total_assets,总资产,2024,"11,178",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,total_assets,总资产,2025,"11,308",millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,total_debt,总债务,2023,852.99,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,total_debt,总债务,2024,963.18,millions HKD
SmarTone,SmarTone Telecommunications Holdings Limited,0315.HK,total_debt,总债务,2025,877.59,millions HKD
HKBN,HKBN Ltd.,1310.HK,revenue,营业收入/收益,2023,"11,692",millions HKD
HKBN,HKBN Ltd.,1310.HK,revenue,营业收入/收益,2024,"10,651",millions HKD
HKBN,HKBN Ltd.,1310.HK,revenue,营业收入/收益,2025,"11,129",millions HKD
HKBN,HKBN Ltd.,1310.HK,revenue_growth_yoy,收入同比增长,2023,0.57%,millions HKD
HKBN,HKBN Ltd.,1310.HK,revenue_growth_yoy,收入同比增长,2024,-8.91%,millions HKD
HKBN,HKBN Ltd.,1310.HK,revenue_growth_yoy,收入同比增长,2025,4.48%,millions HKD
HKBN,HKBN Ltd.,1310.HK,gross_profit,毛利,2023,"4,047",millions HKD
HKBN,HKBN Ltd.,1310.HK,gross_profit,毛利,2024,"3,904",millions HKD
HKBN,HKBN Ltd.,1310.HK,gross_profit,毛利,2025,"3,974",millions HKD
HKBN,HKBN Ltd.,1310.HK,gross_margin,毛利率,2023,34.61%,millions HKD
HKBN,HKBN Ltd.,1310.HK,gross_margin,毛利率,2024,36.65%,millions HKD
HKBN,HKBN Ltd.,1310.HK,gross_margin,毛利率,2025,35.71%,millions HKD
HKBN,HKBN Ltd.,1310.HK,operating_income,经营利润/营业利润,2023,721.13,millions HKD
HKBN,HKBN Ltd.,1310.HK,operating_income,经营利润/营业利润,2024,864.88,millions HKD
HKBN,HKBN Ltd.,1310.HK,operating_income,经营利润/营业利润,2025,917.49,millions HKD
HKBN,HKBN Ltd.,1310.HK,operating_margin,经营利润率,2023,6.17%,millions HKD
HKBN,HKBN Ltd.,1310.HK,operating_margin,经营利润率,2024,8.12%,millions HKD
HKBN,HKBN Ltd.,1310.HK,operating_margin,经营利润率,2025,8.24%,millions HKD
HKBN,HKBN Ltd.,1310.HK,net_income,净利润/股东应占利润,2023,"-1,267",millions HKD
HKBN,HKBN Ltd.,1310.HK,net_income,净利润/股东应占利润,2024,10.28,millions HKD
HKBN,HKBN Ltd.,1310.HK,net_income,净利润/股东应占利润,2025,206.86,millions HKD
HKBN,HKBN Ltd.,1310.HK,ebitda,EBITDA,2023,"1,861",millions HKD
HKBN,HKBN Ltd.,1310.HK,ebitda,EBITDA,2024,"1,950",millions HKD
HKBN,HKBN Ltd.,1310.HK,ebitda,EBITDA,2025,"1,954",millions HKD
HKBN,HKBN Ltd.,1310.HK,ebitda_margin,EBITDA率,2023,15.91%,millions HKD
HKBN,HKBN Ltd.,1310.HK,ebitda_margin,EBITDA率,2024,18.30%,millions HKD
HKBN,HKBN Ltd.,1310.HK,ebitda_margin,EBITDA率,2025,17.56%,millions HKD
HKBN,HKBN Ltd.,1310.HK,operating_cash_flow,经营现金流,2023,"1,983",millions HKD
HKBN,HKBN Ltd.,1310.HK,operating_cash_flow,经营现金流,2024,"2,058",millions HKD
HKBN,HKBN Ltd.,1310.HK,operating_cash_flow,经营现金流,2025,"1,911",millions HKD
HKBN,HKBN Ltd.,1310.HK,capital_expenditures,资本开支,2023,-489.39,millions HKD
HKBN,HKBN Ltd.,1310.HK,capital_expenditures,资本开支,2024,-362.71,millions HKD
HKBN,HKBN Ltd.,1310.HK,capital_expenditures,资本开支,2025,-493.58,millions HKD
HKBN,HKBN Ltd.,1310.HK,free_cash_flow,自由现金流,2023,"1,493",millions HKD
HKBN,HKBN Ltd.,1310.HK,free_cash_flow,自由现金流,2024,"1,696",millions HKD
HKBN,HKBN Ltd.,1310.HK,free_cash_flow,自由现金流,2025,"1,417",millions HKD
HKBN,HKBN Ltd.,1310.HK,cash_and_equivalents,现金及等价物,2023,"1,017",millions HKD
HKBN,HKBN Ltd.,1310.HK,cash_and_equivalents,现金及等价物,2024,"1,217",millions HKD
HKBN,HKBN Ltd.,1310.HK,cash_and_equivalents,现金及等价物,2025,"1,192",millions HKD
HKBN,HKBN Ltd.,1310.HK,total_assets,总资产,2023,"18,148",millions HKD
HKBN,HKBN Ltd.,1310.HK,total_assets,总资产,2024,"17,669",millions HKD
HKBN,HKBN Ltd.,1310.HK,total_assets,总资产,2025,"17,253",millions HKD
HKBN,HKBN Ltd.,1310.HK,total_debt,总债务,2023,"11,493",millions HKD
HKBN,HKBN Ltd.,1310.HK,total_debt,总债务,2024,"11,502",millions HKD
HKBN,HKBN Ltd.,1310.HK,total_debt,总债务,2025,"11,291",millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,revenue,营业收入/收益,2023,597.9,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,revenue,营业收入/收益,2024,584.49,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,revenue,营业收入/收益,2025,538.74,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,revenue_growth_yoy,收入同比增长,2023,6.24%,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,revenue_growth_yoy,收入同比增长,2024,-2.24%,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,revenue_growth_yoy,收入同比增长,2025,-7.83%,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,gross_profit,毛利,2023,-218.15,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,gross_profit,毛利,2024,-174.76,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,gross_profit,毛利,2025,-165.37,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,gross_margin,毛利率,2023,-36.49%,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,gross_margin,毛利率,2024,-29.90%,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,gross_margin,毛利率,2025,-30.70%,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,operating_income,经营利润/营业利润,2023,-427.77,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,operating_income,经营利润/营业利润,2024,-409.76,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,operating_income,经营利润/营业利润,2025,-360.35,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,operating_margin,经营利润率,2023,-71.55%,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,operating_margin,经营利润率,2024,-70.11%,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,operating_margin,经营利润率,2025,-66.89%,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,net_income,净利润/股东应占利润,2023,-589.27,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,net_income,净利润/股东应占利润,2024,-553.34,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,net_income,净利润/股东应占利润,2025,-489.98,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,ebitda,EBITDA,2023,-343.23,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,ebitda,EBITDA,2024,-341.96,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,ebitda,EBITDA,2025,-302.59,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,ebitda_margin,EBITDA率,2023,-57.41%,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,ebitda_margin,EBITDA率,2024,-58.51%,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,ebitda_margin,EBITDA率,2025,-56.17%,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,operating_cash_flow,经营现金流,2023,-287.25,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,operating_cash_flow,经营现金流,2024,-220.65,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,operating_cash_flow,经营现金流,2025,-213.92,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,capital_expenditures,资本开支,2023,-76.75,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,capital_expenditures,资本开支,2024,-66.7,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,capital_expenditures,资本开支,2025,-52.02,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,free_cash_flow,自由现金流,2023,-364,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,free_cash_flow,自由现金流,2024,-287.35,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,free_cash_flow,自由现金流,2025,-265.93,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,cash_and_equivalents,现金及等价物,2023,28.92,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,cash_and_equivalents,现金及等价物,2024,53.77,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,cash_and_equivalents,现金及等价物,2025,113.73,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,total_assets,总资产,2023,945.16,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,total_assets,总资产,2024,882.53,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,total_assets,总资产,2025,867.06,millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,total_debt,总债务,2023,"1,843",millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,total_debt,总债务,2024,"2,277",millions HKD
i-CABLE,i-CABLE Communications Limited,1097.HK,total_debt,总债务,2025,"2,724",millions HKD
