record_class,数据子库,时间类型,期间,期间月份,抓取/生效时间,品牌,产品类别,网络代际,客户分段,产品系列,套餐名称,月费_HKD,平均月费_HKD,公开价格_HKD,计价单位,本地数据_GB,漫游数据_GB,宽频速度_Mbps,限速_Mbps,合约月数,本地语音,附加收费_HKD,资费类型,来源状态,核验次数,核验状态,来源ID,快照ID,来源URL,归档URL,证据摘录,记录键
formal_product_tariff,HKT / csl / 1O1O / NETVIGATOR,历史,2019,11,,HKT Enterprise,HKT Enterprise,,企业客户,HKT Enterprise,HKT Enterprise official Metro IP Service Diamond Plan 501~600 tariff 2019-11-15,297840,,,,,,,600,12,Metro IP Service Diamond Plan bandwidth range 501~600.,"Official Metro IP tariff/list price; setup, internal/external relocation and reconfiguration charges are disclosed separately and excluded from monthly_fee_hkd.",official_tariff_or_public_plan,parsed_official_tariff_pdf,,official_public_source_structured,,hkt_metro_ip_service_tariff_20191115,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,"Metro IP Service - Diamond Plan (All in HK$) Bandwidth Range (Mbps) Setup Rental/month Internal Relocation External Relocation Reconfiguration 1~10 $26,640 $35,100 $13,320 $26,640 $2,840 11~20 $79,920 $54,120 $39,960 $79,920 $2,840 21~30 $79,920 $61,340 $39,960 $79,920 $2,840 31~40 $79,920 $71,720 $39,960 $79,920 $2,840 41~50 $79,920 $82,080 $39,960 $79,920 $2,840 51~60 $79,920 $92,440 $39,960 $79,920 $2,840 61~70 $79,920 $102,820 $39,960 $79,920 $2,840 71~80 $79,920 $113,180 $39,960 $79,920 $2,840 81~90 $79,920 $123,560 $39,960 $79,920 $2,840 91~100 $79,920 $133,920 $39,960 $79,920 $2,840 101~200 $199,800 $167,280 $99,900 $199,800 $2,840 201~300 $199,800 $199,920 $99,900 $199,800 $2,840 301~400 $199,800 $232,560 $99,900 $199,800 $2,840 401~500 $199,800 $265,200 $99,900 $199,800 $2,840 501~600 $199,800 $297,840 $99,900 $199,800 $2,840 601~700 $199,800 $330,480 $99,900 $199,800 $2,840 701~800 $199,800 $363,120 $99,900 $199,800 $2,840 801~900 $199,800 $395,760 $99,900 $199,800 $2,840 901~1000 $199,800 $428,400 $99,900 $199,800 $2,840 Note - The above charge included 2 ports, 1 primary and 1 backup - For port upgrade involves port physical installation, customer shall pay installation charge difference.",0e04c7d706172c83
formal_product_tariff,HKT / csl / 1O1O / NETVIGATOR,历史,2019,11,,HKT Enterprise,HKT Enterprise,,企业客户,HKT Enterprise,HKT Enterprise official Metro IP Service Silver Plan 21~30 tariff 2019-11-15,31240,,,,,,,30,12,Metro IP Service Silver Plan bandwidth range 21~30.,"Official Metro IP tariff/list price; setup, internal/external relocation and reconfiguration charges are disclosed separately and excluded from monthly_fee_hkd.",official_tariff_or_public_plan,parsed_official_tariff_pdf,,official_public_source_structured,,hkt_metro_ip_service_tariff_20191115,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,"Metro IP Service - Silver Plan (All in HK$) Bandwidth Range (Mbps) Setup Rental/month Internal Relocation External Relocation Reconfiguration 512K~10Mbps $17,760 $20,000 $8,880 $17,760 $2,840 11~20 $53,280 $25,960 $26,640 $53,280 $2,840 21~30 $53,280 $31,240 $26,640 $53,280 $2,840 31~40 $53,280 $36,520 $26,640 $53,280 $2,840 41~50 $53,280 $41,800 $26,640 $53,280 $2,840 51~60 $53,280 $47,080 $26,640 $53,280 $2,840 61~70 $53,280 $52,360 $26,640 $53,280 $2,840 71~80 $53,280 $57,640 $26,640 $53,280 $2,840 81~90 $53,280 $62,920 $26,640 $53,280 $2,840 91~100 $53,280 $68,200 $26,640 $53,280 $2,840 101~200 $133,200 $90,200 $66,600 $133,200 $2,840 201~300 $133,200 $107,800 $66,600 $133,200 $2,840 301~400 $133,200 $125,400 $66,600 $133,200 $2,840 401~500 $133,200 $143,000 $66,600 $133,200 $2,840 501~600 $133,200 $160,600 $66,600 $133,200 $2,840 601~700 $133,200 $178,200 $66,600 $133,200 $2,840 701~800 $133,200 $195,800 $66,600 $133,200 $2,840 801~900 $133,200 $213,400 $66,600 $133,200 $2,840 901~1000 $133,200 $231,000 $66,600 $133,200 $2,840 Notes - The above charge is for 1 port only. - For port upgrade involves port physical installation, customer shall pay installation charge difference. - Minimum Commitment",8e2078b2b5a2dac9
formal_product_tariff,HKT / csl / 1O1O / NETVIGATOR,历史,2019,11,,HKT Enterprise,HKT Enterprise,,企业客户,HKT Enterprise,HKT Enterprise official Metro IP Service Gold Plan 1~10 tariff 2019-11-15,33000,,,,,,,10,12,Metro IP Service Gold Plan bandwidth range 1~10.,"Official Metro IP tariff/list price; setup, internal/external relocation and reconfiguration charges are disclosed separately and excluded from monthly_fee_hkd.",official_tariff_or_public_plan,parsed_official_tariff_pdf,,official_public_source_structured,,hkt_metro_ip_service_tariff_20191115,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,"Metro IP Service - Gold Plan (All in HK$) Bandwidth Range (Mbps) Setup Rental/month Internal Relocation External Relocation Reconfiguration 1~10 $26,640 $33,000 $13,320 $26,640 $2,840 11~20 $79,920 $51,840 $39,960 $79,920 $2,840 21~30 $79,920 $61,340 $39,960 $79,920 $2,840 31~40 $79,920 $71,720 $39,960 $79,920 $2,840 41~50 $79,920 $82,080 $39,960 $79,920 $2,840 51~60 $79,920 $92,440 $39,960 $79,920 $2,840 61~70 $79,920 $102,820 $39,960 $79,920 $2,840 71~80 $79,920 $113,180 $39,960 $79,920 $2,840 81~90 $79,920 $123,560 $39,960 $79,920 $2,840 91~100 $79,920 $133,920 $39,960 $79,920 $2,840 101~200 $199,800 $167,280 $99,900 $199,800 $2,840 201~300 $199,800 $199,920 $99,900 $199,800 $2,840 301~400 $199,800 $232,560 $99,900 $199,800 $2,840 401~500 $199,800 $265,200 $99,900 $199,800 $2,840 501~600 $199,800 $297,840 $99,900 $199,800 $2,840 601~700 $199,800 $330,480 $99,900 $199,800 $2,840 701~800 $199,800 $363,120 $99,900 $199,800 $2,840 801~900 $199,800 $395,760 $99,900 $199,800 $2,840 901~1000 $199,800 $428,400 $99,900 $199,800 $2,840 Note - The above charge included 2 ports, 1 primary and 1 backup. - For primary port of 1M -4Mbps, backup port is provide d via a cross platform network and will be at least 1",9b7bd641c7d3f5ad
formal_product_tariff,HKT / csl / 1O1O / NETVIGATOR,历史,2019,11,,HKT Enterprise,HKT Enterprise,,企业客户,HKT Enterprise,HKT Enterprise official Metro IP Service Gold Plan 601~700 tariff 2019-11-15,330480,,,,,,,700,12,Metro IP Service Gold Plan bandwidth range 601~700.,"Official Metro IP tariff/list price; setup, internal/external relocation and reconfiguration charges are disclosed separately and excluded from monthly_fee_hkd.",official_tariff_or_public_plan,parsed_official_tariff_pdf,,official_public_source_structured,,hkt_metro_ip_service_tariff_20191115,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,"Metro IP Service - Gold Plan (All in HK$) Bandwidth Range (Mbps) Setup Rental/month Internal Relocation External Relocation Reconfiguration 1~10 $26,640 $33,000 $13,320 $26,640 $2,840 11~20 $79,920 $51,840 $39,960 $79,920 $2,840 21~30 $79,920 $61,340 $39,960 $79,920 $2,840 31~40 $79,920 $71,720 $39,960 $79,920 $2,840 41~50 $79,920 $82,080 $39,960 $79,920 $2,840 51~60 $79,920 $92,440 $39,960 $79,920 $2,840 61~70 $79,920 $102,820 $39,960 $79,920 $2,840 71~80 $79,920 $113,180 $39,960 $79,920 $2,840 81~90 $79,920 $123,560 $39,960 $79,920 $2,840 91~100 $79,920 $133,920 $39,960 $79,920 $2,840 101~200 $199,800 $167,280 $99,900 $199,800 $2,840 201~300 $199,800 $199,920 $99,900 $199,800 $2,840 301~400 $199,800 $232,560 $99,900 $199,800 $2,840 401~500 $199,800 $265,200 $99,900 $199,800 $2,840 501~600 $199,800 $297,840 $99,900 $199,800 $2,840 601~700 $199,800 $330,480 $99,900 $199,800 $2,840 701~800 $199,800 $363,120 $99,900 $199,800 $2,840 801~900 $199,800 $395,760 $99,900 $199,800 $2,840 901~1000 $199,800 $428,400 $99,900 $199,800 $2,840 Note - The above charge included 2 ports, 1 primary and 1 backup. - For primary port of 1M -4Mbps, backup port is provide d via a cross platform network and will be at least 1",ed099ae933896502
formal_product_tariff,HKT / csl / 1O1O / NETVIGATOR,历史,2019,11,,HKT Enterprise,HKT Enterprise,,企业客户,HKT Enterprise,HKT Enterprise official Metro IP Service Diamond Plan 601~700 tariff 2019-11-15,330480,,,,,,,700,12,Metro IP Service Diamond Plan bandwidth range 601~700.,"Official Metro IP tariff/list price; setup, internal/external relocation and reconfiguration charges are disclosed separately and excluded from monthly_fee_hkd.",official_tariff_or_public_plan,parsed_official_tariff_pdf,,official_public_source_structured,,hkt_metro_ip_service_tariff_20191115,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,"Metro IP Service - Diamond Plan (All in HK$) Bandwidth Range (Mbps) Setup Rental/month Internal Relocation External Relocation Reconfiguration 1~10 $26,640 $35,100 $13,320 $26,640 $2,840 11~20 $79,920 $54,120 $39,960 $79,920 $2,840 21~30 $79,920 $61,340 $39,960 $79,920 $2,840 31~40 $79,920 $71,720 $39,960 $79,920 $2,840 41~50 $79,920 $82,080 $39,960 $79,920 $2,840 51~60 $79,920 $92,440 $39,960 $79,920 $2,840 61~70 $79,920 $102,820 $39,960 $79,920 $2,840 71~80 $79,920 $113,180 $39,960 $79,920 $2,840 81~90 $79,920 $123,560 $39,960 $79,920 $2,840 91~100 $79,920 $133,920 $39,960 $79,920 $2,840 101~200 $199,800 $167,280 $99,900 $199,800 $2,840 201~300 $199,800 $199,920 $99,900 $199,800 $2,840 301~400 $199,800 $232,560 $99,900 $199,800 $2,840 401~500 $199,800 $265,200 $99,900 $199,800 $2,840 501~600 $199,800 $297,840 $99,900 $199,800 $2,840 601~700 $199,800 $330,480 $99,900 $199,800 $2,840 701~800 $199,800 $363,120 $99,900 $199,800 $2,840 801~900 $199,800 $395,760 $99,900 $199,800 $2,840 901~1000 $199,800 $428,400 $99,900 $199,800 $2,840 Note - The above charge included 2 ports, 1 primary and 1 backup - For port upgrade involves port physical installation, customer shall pay installation charge difference.",4f722760e9f75180
formal_product_tariff,HKT / csl / 1O1O / NETVIGATOR,历史,2019,11,,HKT Enterprise,HKT Enterprise,,企业客户,HKT Enterprise,HKT Enterprise official Metro IP Service Diamond Plan 1~10 tariff 2019-11-15,35100,,,,,,,10,12,Metro IP Service Diamond Plan bandwidth range 1~10.,"Official Metro IP tariff/list price; setup, internal/external relocation and reconfiguration charges are disclosed separately and excluded from monthly_fee_hkd.",official_tariff_or_public_plan,parsed_official_tariff_pdf,,official_public_source_structured,,hkt_metro_ip_service_tariff_20191115,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,"Metro IP Service - Diamond Plan (All in HK$) Bandwidth Range (Mbps) Setup Rental/month Internal Relocation External Relocation Reconfiguration 1~10 $26,640 $35,100 $13,320 $26,640 $2,840 11~20 $79,920 $54,120 $39,960 $79,920 $2,840 21~30 $79,920 $61,340 $39,960 $79,920 $2,840 31~40 $79,920 $71,720 $39,960 $79,920 $2,840 41~50 $79,920 $82,080 $39,960 $79,920 $2,840 51~60 $79,920 $92,440 $39,960 $79,920 $2,840 61~70 $79,920 $102,820 $39,960 $79,920 $2,840 71~80 $79,920 $113,180 $39,960 $79,920 $2,840 81~90 $79,920 $123,560 $39,960 $79,920 $2,840 91~100 $79,920 $133,920 $39,960 $79,920 $2,840 101~200 $199,800 $167,280 $99,900 $199,800 $2,840 201~300 $199,800 $199,920 $99,900 $199,800 $2,840 301~400 $199,800 $232,560 $99,900 $199,800 $2,840 401~500 $199,800 $265,200 $99,900 $199,800 $2,840 501~600 $199,800 $297,840 $99,900 $199,800 $2,840 601~700 $199,800 $330,480 $99,900 $199,800 $2,840 701~800 $199,800 $363,120 $99,900 $199,800 $2,840 801~900 $199,800 $395,760 $99,900 $199,800 $2,840 901~1000 $199,800 $428,400 $99,900 $199,800 $2,840 Note - The above charge included 2 ports, 1 primary and 1 backup - For port upgrade involves port physical installation, customer shall pay installation charge difference.",19a03a2f8ee108c0
formal_product_tariff,HKT / csl / 1O1O / NETVIGATOR,历史,2019,11,,HKT Enterprise,HKT Enterprise,,企业客户,HKT Enterprise,HKT Enterprise official Metro IP Service Gold Plan 701~800 tariff 2019-11-15,363120,,,,,,,800,12,Metro IP Service Gold Plan bandwidth range 701~800.,"Official Metro IP tariff/list price; setup, internal/external relocation and reconfiguration charges are disclosed separately and excluded from monthly_fee_hkd.",official_tariff_or_public_plan,parsed_official_tariff_pdf,,official_public_source_structured,,hkt_metro_ip_service_tariff_20191115,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,"Metro IP Service - Gold Plan (All in HK$) Bandwidth Range (Mbps) Setup Rental/month Internal Relocation External Relocation Reconfiguration 1~10 $26,640 $33,000 $13,320 $26,640 $2,840 11~20 $79,920 $51,840 $39,960 $79,920 $2,840 21~30 $79,920 $61,340 $39,960 $79,920 $2,840 31~40 $79,920 $71,720 $39,960 $79,920 $2,840 41~50 $79,920 $82,080 $39,960 $79,920 $2,840 51~60 $79,920 $92,440 $39,960 $79,920 $2,840 61~70 $79,920 $102,820 $39,960 $79,920 $2,840 71~80 $79,920 $113,180 $39,960 $79,920 $2,840 81~90 $79,920 $123,560 $39,960 $79,920 $2,840 91~100 $79,920 $133,920 $39,960 $79,920 $2,840 101~200 $199,800 $167,280 $99,900 $199,800 $2,840 201~300 $199,800 $199,920 $99,900 $199,800 $2,840 301~400 $199,800 $232,560 $99,900 $199,800 $2,840 401~500 $199,800 $265,200 $99,900 $199,800 $2,840 501~600 $199,800 $297,840 $99,900 $199,800 $2,840 601~700 $199,800 $330,480 $99,900 $199,800 $2,840 701~800 $199,800 $363,120 $99,900 $199,800 $2,840 801~900 $199,800 $395,760 $99,900 $199,800 $2,840 901~1000 $199,800 $428,400 $99,900 $199,800 $2,840 Note - The above charge included 2 ports, 1 primary and 1 backup. - For primary port of 1M -4Mbps, backup port is provide d via a cross platform network and will be at least 1",94fb8e773ed12d9b
formal_product_tariff,HKT / csl / 1O1O / NETVIGATOR,历史,2019,11,,HKT Enterprise,HKT Enterprise,,企业客户,HKT Enterprise,HKT Enterprise official Metro IP Service Diamond Plan 701~800 tariff 2019-11-15,363120,,,,,,,800,12,Metro IP Service Diamond Plan bandwidth range 701~800.,"Official Metro IP tariff/list price; setup, internal/external relocation and reconfiguration charges are disclosed separately and excluded from monthly_fee_hkd.",official_tariff_or_public_plan,parsed_official_tariff_pdf,,official_public_source_structured,,hkt_metro_ip_service_tariff_20191115,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,"Metro IP Service - Diamond Plan (All in HK$) Bandwidth Range (Mbps) Setup Rental/month Internal Relocation External Relocation Reconfiguration 1~10 $26,640 $35,100 $13,320 $26,640 $2,840 11~20 $79,920 $54,120 $39,960 $79,920 $2,840 21~30 $79,920 $61,340 $39,960 $79,920 $2,840 31~40 $79,920 $71,720 $39,960 $79,920 $2,840 41~50 $79,920 $82,080 $39,960 $79,920 $2,840 51~60 $79,920 $92,440 $39,960 $79,920 $2,840 61~70 $79,920 $102,820 $39,960 $79,920 $2,840 71~80 $79,920 $113,180 $39,960 $79,920 $2,840 81~90 $79,920 $123,560 $39,960 $79,920 $2,840 91~100 $79,920 $133,920 $39,960 $79,920 $2,840 101~200 $199,800 $167,280 $99,900 $199,800 $2,840 201~300 $199,800 $199,920 $99,900 $199,800 $2,840 301~400 $199,800 $232,560 $99,900 $199,800 $2,840 401~500 $199,800 $265,200 $99,900 $199,800 $2,840 501~600 $199,800 $297,840 $99,900 $199,800 $2,840 601~700 $199,800 $330,480 $99,900 $199,800 $2,840 701~800 $199,800 $363,120 $99,900 $199,800 $2,840 801~900 $199,800 $395,760 $99,900 $199,800 $2,840 901~1000 $199,800 $428,400 $99,900 $199,800 $2,840 Note - The above charge included 2 ports, 1 primary and 1 backup - For port upgrade involves port physical installation, customer shall pay installation charge difference.",f0741353ec5622db
formal_product_tariff,HKT / csl / 1O1O / NETVIGATOR,历史,2019,11,,HKT Enterprise,HKT Enterprise,,企业客户,HKT Enterprise,HKT Enterprise official Metro IP Service Silver Plan 31~40 tariff 2019-11-15,36520,,,,,,,40,12,Metro IP Service Silver Plan bandwidth range 31~40.,"Official Metro IP tariff/list price; setup, internal/external relocation and reconfiguration charges are disclosed separately and excluded from monthly_fee_hkd.",official_tariff_or_public_plan,parsed_official_tariff_pdf,,official_public_source_structured,,hkt_metro_ip_service_tariff_20191115,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,"Metro IP Service - Silver Plan (All in HK$) Bandwidth Range (Mbps) Setup Rental/month Internal Relocation External Relocation Reconfiguration 512K~10Mbps $17,760 $20,000 $8,880 $17,760 $2,840 11~20 $53,280 $25,960 $26,640 $53,280 $2,840 21~30 $53,280 $31,240 $26,640 $53,280 $2,840 31~40 $53,280 $36,520 $26,640 $53,280 $2,840 41~50 $53,280 $41,800 $26,640 $53,280 $2,840 51~60 $53,280 $47,080 $26,640 $53,280 $2,840 61~70 $53,280 $52,360 $26,640 $53,280 $2,840 71~80 $53,280 $57,640 $26,640 $53,280 $2,840 81~90 $53,280 $62,920 $26,640 $53,280 $2,840 91~100 $53,280 $68,200 $26,640 $53,280 $2,840 101~200 $133,200 $90,200 $66,600 $133,200 $2,840 201~300 $133,200 $107,800 $66,600 $133,200 $2,840 301~400 $133,200 $125,400 $66,600 $133,200 $2,840 401~500 $133,200 $143,000 $66,600 $133,200 $2,840 501~600 $133,200 $160,600 $66,600 $133,200 $2,840 601~700 $133,200 $178,200 $66,600 $133,200 $2,840 701~800 $133,200 $195,800 $66,600 $133,200 $2,840 801~900 $133,200 $213,400 $66,600 $133,200 $2,840 901~1000 $133,200 $231,000 $66,600 $133,200 $2,840 Notes - The above charge is for 1 port only. - For port upgrade involves port physical installation, customer shall pay installation charge difference. - Minimum Commitment",a9683203d767d605
formal_product_tariff,HKT / csl / 1O1O / NETVIGATOR,历史,2019,11,,HKT Enterprise,HKT Enterprise,,企业客户,HKT Enterprise,HKT Enterprise official Metro IP Service Gold Plan 801~900 tariff 2019-11-15,395760,,,,,,,900,12,Metro IP Service Gold Plan bandwidth range 801~900.,"Official Metro IP tariff/list price; setup, internal/external relocation and reconfiguration charges are disclosed separately and excluded from monthly_fee_hkd.",official_tariff_or_public_plan,parsed_official_tariff_pdf,,official_public_source_structured,,hkt_metro_ip_service_tariff_20191115,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,"Metro IP Service - Gold Plan (All in HK$) Bandwidth Range (Mbps) Setup Rental/month Internal Relocation External Relocation Reconfiguration 1~10 $26,640 $33,000 $13,320 $26,640 $2,840 11~20 $79,920 $51,840 $39,960 $79,920 $2,840 21~30 $79,920 $61,340 $39,960 $79,920 $2,840 31~40 $79,920 $71,720 $39,960 $79,920 $2,840 41~50 $79,920 $82,080 $39,960 $79,920 $2,840 51~60 $79,920 $92,440 $39,960 $79,920 $2,840 61~70 $79,920 $102,820 $39,960 $79,920 $2,840 71~80 $79,920 $113,180 $39,960 $79,920 $2,840 81~90 $79,920 $123,560 $39,960 $79,920 $2,840 91~100 $79,920 $133,920 $39,960 $79,920 $2,840 101~200 $199,800 $167,280 $99,900 $199,800 $2,840 201~300 $199,800 $199,920 $99,900 $199,800 $2,840 301~400 $199,800 $232,560 $99,900 $199,800 $2,840 401~500 $199,800 $265,200 $99,900 $199,800 $2,840 501~600 $199,800 $297,840 $99,900 $199,800 $2,840 601~700 $199,800 $330,480 $99,900 $199,800 $2,840 701~800 $199,800 $363,120 $99,900 $199,800 $2,840 801~900 $199,800 $395,760 $99,900 $199,800 $2,840 901~1000 $199,800 $428,400 $99,900 $199,800 $2,840 Note - The above charge included 2 ports, 1 primary and 1 backup. - For primary port of 1M -4Mbps, backup port is provide d via a cross platform network and will be at least 1",cf29520c928cdaf8
formal_product_tariff,HKT / csl / 1O1O / NETVIGATOR,历史,2019,11,,HKT Enterprise,HKT Enterprise,,企业客户,HKT Enterprise,HKT Enterprise official Metro IP Service Diamond Plan 801~900 tariff 2019-11-15,395760,,,,,,,900,12,Metro IP Service Diamond Plan bandwidth range 801~900.,"Official Metro IP tariff/list price; setup, internal/external relocation and reconfiguration charges are disclosed separately and excluded from monthly_fee_hkd.",official_tariff_or_public_plan,parsed_official_tariff_pdf,,official_public_source_structured,,hkt_metro_ip_service_tariff_20191115,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,"Metro IP Service - Diamond Plan (All in HK$) Bandwidth Range (Mbps) Setup Rental/month Internal Relocation External Relocation Reconfiguration 1~10 $26,640 $35,100 $13,320 $26,640 $2,840 11~20 $79,920 $54,120 $39,960 $79,920 $2,840 21~30 $79,920 $61,340 $39,960 $79,920 $2,840 31~40 $79,920 $71,720 $39,960 $79,920 $2,840 41~50 $79,920 $82,080 $39,960 $79,920 $2,840 51~60 $79,920 $92,440 $39,960 $79,920 $2,840 61~70 $79,920 $102,820 $39,960 $79,920 $2,840 71~80 $79,920 $113,180 $39,960 $79,920 $2,840 81~90 $79,920 $123,560 $39,960 $79,920 $2,840 91~100 $79,920 $133,920 $39,960 $79,920 $2,840 101~200 $199,800 $167,280 $99,900 $199,800 $2,840 201~300 $199,800 $199,920 $99,900 $199,800 $2,840 301~400 $199,800 $232,560 $99,900 $199,800 $2,840 401~500 $199,800 $265,200 $99,900 $199,800 $2,840 501~600 $199,800 $297,840 $99,900 $199,800 $2,840 601~700 $199,800 $330,480 $99,900 $199,800 $2,840 701~800 $199,800 $363,120 $99,900 $199,800 $2,840 801~900 $199,800 $395,760 $99,900 $199,800 $2,840 901~1000 $199,800 $428,400 $99,900 $199,800 $2,840 Note - The above charge included 2 ports, 1 primary and 1 backup - For port upgrade involves port physical installation, customer shall pay installation charge difference.",990847fabba2738f
formal_product_tariff,HKT / csl / 1O1O / NETVIGATOR,历史,2019,11,,HKT Enterprise,HKT Enterprise,,企业客户,HKT Enterprise,HKT Enterprise official Metro IP Service Silver Plan 41~50 tariff 2019-11-15,41800,,,,,,,50,12,Metro IP Service Silver Plan bandwidth range 41~50.,"Official Metro IP tariff/list price; setup, internal/external relocation and reconfiguration charges are disclosed separately and excluded from monthly_fee_hkd.",official_tariff_or_public_plan,parsed_official_tariff_pdf,,official_public_source_structured,,hkt_metro_ip_service_tariff_20191115,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,"Metro IP Service - Silver Plan (All in HK$) Bandwidth Range (Mbps) Setup Rental/month Internal Relocation External Relocation Reconfiguration 512K~10Mbps $17,760 $20,000 $8,880 $17,760 $2,840 11~20 $53,280 $25,960 $26,640 $53,280 $2,840 21~30 $53,280 $31,240 $26,640 $53,280 $2,840 31~40 $53,280 $36,520 $26,640 $53,280 $2,840 41~50 $53,280 $41,800 $26,640 $53,280 $2,840 51~60 $53,280 $47,080 $26,640 $53,280 $2,840 61~70 $53,280 $52,360 $26,640 $53,280 $2,840 71~80 $53,280 $57,640 $26,640 $53,280 $2,840 81~90 $53,280 $62,920 $26,640 $53,280 $2,840 91~100 $53,280 $68,200 $26,640 $53,280 $2,840 101~200 $133,200 $90,200 $66,600 $133,200 $2,840 201~300 $133,200 $107,800 $66,600 $133,200 $2,840 301~400 $133,200 $125,400 $66,600 $133,200 $2,840 401~500 $133,200 $143,000 $66,600 $133,200 $2,840 501~600 $133,200 $160,600 $66,600 $133,200 $2,840 601~700 $133,200 $178,200 $66,600 $133,200 $2,840 701~800 $133,200 $195,800 $66,600 $133,200 $2,840 801~900 $133,200 $213,400 $66,600 $133,200 $2,840 901~1000 $133,200 $231,000 $66,600 $133,200 $2,840 Notes - The above charge is for 1 port only. - For port upgrade involves port physical installation, customer shall pay installation charge difference. - Minimum Commitment",bbc47c846b630887
formal_product_tariff,HKT / csl / 1O1O / NETVIGATOR,历史,2019,11,,HKT Enterprise,HKT Enterprise,,企业客户,HKT Enterprise,HKT Enterprise official Metro IP Service Gold Plan 901~1000 tariff 2019-11-15,428400,,,,,,,1000,12,Metro IP Service Gold Plan bandwidth range 901~1000.,"Official Metro IP tariff/list price; setup, internal/external relocation and reconfiguration charges are disclosed separately and excluded from monthly_fee_hkd.",official_tariff_or_public_plan,parsed_official_tariff_pdf,,official_public_source_structured,,hkt_metro_ip_service_tariff_20191115,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,https://www.hkt.com/api-service/assets/U0025-005-Nov2019-R%20Metro%20IP%20Servi.pdf,"Metro IP Service - Gold Plan (All in HK$) Bandwidth Range (Mbps) Setup Rental/month Internal Relocation External Relocation Reconfiguration 1~10 $26,640 $33,000 $13,320 $26,640 $2,840 11~20 $79,920 $51,840 $39,960 $79,920 $2,840 21~30 $79,920 $61,340 $39,960 $79,920 $2,840 31~40 $79,920 $71,720 $39,960 $79,920 $2,840 41~50 $79,920 $82,080 $39,960 $79,920 $2,840 51~60 $79,920 $92,440 $39,960 $79,920 $2,840 61~70 $79,920 $102,820 $39,960 $79,920 $2,840 71~80 $79,920 $113,180 $39,960 $79,920 $2,840 81~90 $79,920 $123,560 $39,960 $79,920 $2,840 91~100 $79,920 $133,920 $39,960 $79,920 $2,840 101~200 $199,800 $167,280 $99,900 $199,800 $2,840 201~300 $199,800 $199,920 $99,900 $199,800 $2,840 301~400 $199,800 $232,560 $99,900 $199,800 $2,840 401~500 $199,800 $265,200 $99,900 $199,800 $2,840 501~600 $199,800 $297,840 $99,900 $199,800 $2,840 601~700 $199,800 $330,480 $99,900 $199,800 $2,840 701~800 $199,800 $363,120 $99,900 $199,800 $2,840 801~900 $199,800 $395,760 $99,900 $199,800 $2,840 901~1000 $199,800 $428,400 $99,900 $199,800 $2,840 Note - The above charge included 2 ports, 1 primary and 1 backup. - For primary port of 1M -4Mbps, backup port is provide d via a cross platform network and will be at least 1",58e881bf8735e8d6
